#y	Displacement_Y	Pressure	Stress_XX	Stress_ZZ
0.513	-0.2565	-0.666667	1.33333	0.666667
0.514	-0.257	-0.666667	1.33333	0.666667
0.515	-0.2575	-0.666667	1.33333	0.666667
0.516	-0.258	-0.666667	1.33333	0.666667
0.517	-0.2585	-0.666667	1.33333	0.666667
0.518	-0.259	-0.666667	1.33333	0.666667
0.519	-0.2595	-0.666667	1.33333	0.666667
0.52	-0.26	-0.666667	1.33333	0.666667
0.521	-0.2605	-0.666667	1.33333	0.666667
0.522	-0.261	-0.666667	1.33333	0.666667
0.523	-0.2615	-0.666667	1.33333	0.666667
0.524	-0.262	-0.666667	1.33333	0.666667
0.525	-0.2625	-0.666667	1.33333	0.666667
0.526	-0.263	-0.666667	1.33333	0.666667
0.527	-0.2635	-0.666667	1.33333	0.666667
0.528	-0.264	-0.666667	1.33333	0.666667
0.529	-0.2645	-0.666667	1.33333	0.666667
0.53	-0.265	-0.666667	1.33333	0.666667
0.531	-0.2655	-0.666667	1.33333	0.666667
0.532	-0.266	-0.666667	1.33333	0.666667
0.533	-0.2665	-0.666667	1.33333	0.666667
0.534	-0.267	-0.666667	1.33333	0.666667
0.535	-0.2675	-0.666667	1.33333	0.666667
0.536	-0.268	-0.666667	1.33333	0.666667
0.537	-0.2685	-0.666667	1.33333	0.666667
